,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,PNpop_c_norm
1870,-119.0,45.0,-120.0,45.0,-120.0,46.0,-119.0,46.0,-119.0,45.0,8.447669943173725,0.0013297473078402633
1871,-118.0,45.0,-119.0,45.0,-119.0,46.0,-118.0,46.0,-118.0,45.0,4.1576894621054326,0.0006252992815594164
1872,-117.0,45.0,-118.0,45.0,-118.0,46.0,-117.0,46.0,-117.0,45.0,4.808969298998514,0.0009233620578845237
1873,-116.0,45.0,-117.0,45.0,-117.0,46.0,-116.0,46.0,-116.0,45.0,46.8567152818044,0.0004554872756670427
1874,-115.0,45.0,-116.0,45.0,-116.0,46.0,-115.0,46.0,-115.0,45.0,31.99675480524699,7.00228769611991e-09
1878,-111.0,45.0,-112.0,45.0,-112.0,46.0,-111.0,46.0,-111.0,45.0,13.42755357424418,0.00041759375046674735
1879,-110.0,45.0,-111.0,45.0,-111.0,46.0,-110.0,46.0,-110.0,45.0,45.86013853549957,0.00016793504375242797
1880,-109.0,45.0,-110.0,45.0,-110.0,46.0,-109.0,46.0,-109.0,45.0,0.2712766484667858,0.0003368206057536641
1881,-108.0,45.0,-109.0,45.0,-109.0,46.0,-108.0,46.0,-108.0,45.0,3.055267656842868,0.0007733904566115824
1882,-107.0,45.0,-108.0,45.0,-108.0,46.0,-107.0,46.0,-107.0,45.0,6.795049458742142,0.0002900026496156988
1883,-106.0,45.0,-107.0,45.0,-107.0,46.0,-106.0,46.0,-106.0,45.0,3.1878624111413956,0.0009034454630285564
1884,-105.0,45.0,-106.0,45.0,-106.0,46.0,-105.0,46.0,-105.0,45.0,7.274413605531056,5.751503160916734e-05
1885,-104.0,45.0,-105.0,45.0,-105.0,46.0,-104.0,46.0,-104.0,45.0,6.040290743112564,5.582497877757446e-05
1886,-103.0,45.0,-104.0,45.0,-104.0,46.0,-103.0,46.0,-103.0,45.0,0.08587835278982917,0.00030806798670694724
1887,-102.0,45.0,-103.0,45.0,-103.0,46.0,-102.0,46.0,-102.0,45.0,0.846444753309091,1.474579950517898e-05
1888,-101.0,45.0,-102.0,45.0,-102.0,46.0,-101.0,46.0,-101.0,45.0,1.8492363393306732,0.0002436985796553687
1889,-100.0,45.0,-101.0,45.0,-101.0,46.0,-100.0,46.0,-100.0,45.0,0.5049807640413444,0.0005618465060117137
1890,-99.0,45.0,-100.0,45.0,-100.0,46.0,-99.0,46.0,-99.0,45.0,0.5805661901831627,0.0026900667651577202
1891,-98.0,45.0,-99.0,45.0,-99.0,46.0,-98.0,46.0,-98.0,45.0,4.866392910480499,0.010052068834329181
1892,-97.0,45.0,-98.0,45.0,-98.0,46.0,-97.0,46.0,-97.0,45.0,4.769078766306242,0.0054415225369682085
1893,-96.0,45.0,-97.0,45.0,-97.0,46.0,-96.0,46.0,-96.0,45.0,12.77215431133906,0.016457579210372
1894,-95.0,45.0,-96.0,45.0,-96.0,46.0,-95.0,46.0,-95.0,45.0,15.796518325805664,0.014254813603534608
1895,-94.0,45.0,-95.0,45.0,-95.0,46.0,-94.0,46.0,-94.0,45.0,8.47979684670766,0.006137912363896002
1896,-93.0,45.0,-94.0,45.0,-94.0,46.0,-93.0,46.0,-93.0,45.0,41.01506173610687,0.09700376400714163
1897,-92.0,45.0,-93.0,45.0,-93.0,46.0,-92.0,46.0,-92.0,45.0,12.883092959721884,0.018024552441793712
1898,-91.0,45.0,-92.0,45.0,-92.0,46.0,-91.0,46.0,-91.0,45.0,2.5208620354533195,0.0006138196953263261
1899,-90.0,45.0,-91.0,45.0,-91.0,46.0,-90.0,46.0,-90.0,45.0,2.7138998731970787,0.00020824104068026294
1900,-89.0,45.0,-90.0,45.0,-90.0,46.0,-89.0,46.0,-89.0,45.0,4.332280034820238,0.006234823572077928
1901,-88.0,45.0,-89.0,45.0,-89.0,46.0,-88.0,46.0,-88.0,45.0,5.314002558588982,0.0033662243826983363
1902,-87.0,45.0,-88.0,45.0,-88.0,46.0,-87.0,46.0,-87.0,45.0,4.84759695827961,0.0031835139749322615
1904,-85.0,45.0,-86.0,45.0,-86.0,46.0,-85.0,46.0,-85.0,45.0,99.50060645739237,0.006297950821189143
1905,-84.0,45.0,-85.0,45.0,-85.0,46.0,-84.0,46.0,-84.0,45.0,91.87999169031778,0.003796002032277893
1906,-83.0,45.0,-84.0,45.0,-84.0,46.0,-83.0,46.0,-83.0,45.0,71.15063071250916,0.001900831767721792
1908,-81.0,45.0,-82.0,45.0,-82.0,46.0,-81.0,46.0,-81.0,45.0,93.33077867825827,0.0004993654378088777
1909,-77.0,45.0,-78.0,45.0,-78.0,46.0,-77.0,46.0,-77.0,45.0,55.083135763804115,0.001062811587345801
1910,-76.0,45.0,-77.0,45.0,-77.0,46.0,-76.0,46.0,-76.0,45.0,37.50984569390614,0.004926150825210843
1911,-75.0,45.0,-76.0,45.0,-76.0,46.0,-75.0,46.0,-75.0,45.0,20.597509046395622,0.043612499927697765
1912,-74.0,45.0,-75.0,45.0,-75.0,46.0,-74.0,46.0,-74.0,45.0,19.82506662607193,0.00389975094080549
1913,-73.0,45.0,-74.0,45.0,-74.0,46.0,-73.0,46.0,-73.0,45.0,47.82945414384206,0.1622055994007208
1914,-72.0,45.0,-73.0,45.0,-73.0,46.0,-72.0,46.0,-72.0,45.0,3.8910293951630592,0.010943938793516498
1915,-71.0,45.0,-72.0,45.0,-72.0,46.0,-71.0,46.0,-71.0,45.0,6.9788580139478045,0.006462801904961449
1916,-70.0,45.0,-71.0,45.0,-71.0,46.0,-70.0,46.0,-70.0,45.0,58.680516481399536,0.00113506978349934
1919,-65.0,45.0,-66.0,45.0,-66.0,46.0,-65.0,46.0,-65.0,45.0,87.79311378796896,0.0025471785183523617
1920,-64.0,45.0,-65.0,45.0,-65.0,46.0,-64.0,46.0,-64.0,45.0,72.13737765947977,0.009793741354995746
1921,-63.0,45.0,-64.0,45.0,-64.0,46.0,-63.0,46.0,-63.0,45.0,97.70988623301187,0.014109823643090208
1925,-1.0,45.0,-2.0,45.0,-2.0,46.0,-1.0,46.0,-1.0,45.0,87.97248601913452,0.0037988489366731597
1926,0.0,45.0,-1.0,45.0,-1.0,46.0,0.0,46.0,0.0,45.0,33.34827025731404,0.05754394383832926
1927,1.0,45.0,0.0,45.0,0.0,46.0,1.0,46.0,1.0,45.0,30.41421075661977,0.02228461204919346
1928,2.0,45.0,1.0,45.0,1.0,46.0,2.0,46.0,2.0,45.0,26.687194406986237,0.011682286269396297
1929,3.0,45.0,2.0,45.0,2.0,46.0,3.0,46.0,3.0,45.0,60.02190510431925,0.006409084147469018
1930,4.0,45.0,3.0,45.0,3.0,46.0,4.0,46.0,4.0,45.0,32.453855872154236,0.009683420920199049
1931,5.0,45.0,4.0,45.0,4.0,46.0,5.0,46.0,5.0,45.0,42.238743106524154,0.05421085191188457
1932,6.0,45.0,5.0,45.0,5.0,46.0,6.0,46.0,6.0,45.0,41.186388333638504,0.04690171527864673
1933,7.0,45.0,6.0,45.0,6.0,46.0,7.0,46.0,7.0,45.0,42.05407202243805,0.006953254002029096
1934,8.0,45.0,7.0,45.0,7.0,46.0,8.0,46.0,8.0,45.0,39.26548262437184,0.08588990532211482
1935,9.0,45.0,8.0,45.0,8.0,46.0,9.0,46.0,9.0,45.0,30.011622111002605,0.06385839965740107
1936,10.0,45.0,9.0,45.0,9.0,46.0,10.0,46.0,10.0,45.0,14.817927777767181,0.22054533683146432
1937,11.0,45.0,10.0,45.0,10.0,46.0,11.0,46.0,11.0,45.0,8.857419838507969,0.07992182836435849
1938,12.0,45.0,11.0,45.0,11.0,46.0,12.0,46.0,12.0,45.0,18.678389489650726,0.09754198918336675
1939,13.0,45.0,12.0,45.0,12.0,46.0,13.0,46.0,13.0,45.0,26.727723081906635,0.08238637440613014
1940,14.0,45.0,13.0,45.0,13.0,46.0,14.0,46.0,14.0,45.0,34.396741787592575,0.017798961908678964
1941,15.0,45.0,14.0,45.0,14.0,46.0,15.0,46.0,15.0,45.0,95.0557311375936,0.012401017064597944
1942,16.0,45.0,15.0,45.0,15.0,46.0,16.0,46.0,16.0,45.0,79.630047082901,0.01058601765148357
1943,17.0,45.0,16.0,45.0,16.0,46.0,17.0,46.0,17.0,45.0,48.56853087743123,0.01897990134513749
1944,18.0,45.0,17.0,45.0,17.0,46.0,18.0,46.0,18.0,45.0,55.400882164637245,0.007291536865592085
1945,19.0,45.0,18.0,45.0,18.0,46.0,19.0,46.0,19.0,45.0,50.3148744503657,0.019655614008688205
1946,20.0,45.0,19.0,45.0,19.0,46.0,20.0,46.0,20.0,45.0,29.478684067726135,0.023391496602018436
1947,21.0,45.0,20.0,45.0,20.0,46.0,21.0,46.0,21.0,45.0,24.338422218958534,0.024730753039482738
1948,22.0,45.0,21.0,45.0,21.0,46.0,22.0,46.0,22.0,45.0,47.11250066757202,0.013956290642608142
1949,23.0,45.0,22.0,45.0,22.0,46.0,23.0,46.0,23.0,45.0,84.6264104048411,0.011815677629823345
1950,24.0,45.0,23.0,45.0,23.0,46.0,24.0,46.0,24.0,45.0,47.76564538478851,0.0178456243676792
1951,25.0,45.0,24.0,45.0,24.0,46.0,25.0,46.0,25.0,45.0,15.460480749607086,0.025406847019038798
1952,26.0,45.0,25.0,45.0,25.0,46.0,26.0,46.0,26.0,45.0,19.551731646060944,0.03794233199752083
1953,27.0,45.0,26.0,45.0,26.0,46.0,27.0,46.0,27.0,45.0,13.33902527888616,0.03348487987217949
1954,28.0,45.0,27.0,45.0,27.0,46.0,28.0,46.0,28.0,45.0,16.791429618994393,0.023003605434051357
1955,29.0,45.0,28.0,45.0,28.0,46.0,29.0,46.0,29.0,45.0,46.189821759859726,0.017696445380941853
1956,30.0,45.0,29.0,45.0,29.0,46.0,30.0,46.0,30.0,45.0,31.468345721562702,0.015899354682203666
1957,33.0,45.0,32.0,45.0,32.0,46.0,33.0,46.0,33.0,45.0,74.14990862210593,0.0008275120723041512
1958,34.0,45.0,33.0,45.0,33.0,46.0,34.0,46.0,34.0,45.0,70.18581231435141,0.01570950024640668
1959,35.0,45.0,34.0,45.0,34.0,46.0,35.0,46.0,35.0,45.0,55.24332722028097,0.03257863114654024
1960,36.0,45.0,35.0,45.0,35.0,46.0,36.0,46.0,36.0,45.0,64.03001348177591,0.00857450458234232
1961,37.0,45.0,36.0,45.0,36.0,46.0,37.0,46.0,37.0,45.0,50.4311203956604,0.011903925250745665
1962,38.0,45.0,37.0,45.0,37.0,46.0,38.0,46.0,38.0,45.0,8.533702790737152,0.02506946050623967
1963,39.0,45.0,38.0,45.0,38.0,46.0,39.0,46.0,39.0,45.0,2.6704706251621246,0.0470102406508742
1964,40.0,45.0,39.0,45.0,39.0,46.0,40.0,46.0,40.0,45.0,2.674333316584428,0.04133675295882188
1965,41.0,45.0,40.0,45.0,40.0,46.0,41.0,46.0,41.0,45.0,0.16114712537576753,0.04313125786439235
1966,42.0,45.0,41.0,45.0,41.0,46.0,42.0,46.0,42.0,45.0,1.015578986455997,0.027189976312571498
1967,43.0,45.0,42.0,45.0,42.0,46.0,43.0,46.0,43.0,45.0,0.5302773943791788,0.015972864254226688
1968,44.0,45.0,43.0,45.0,43.0,46.0,44.0,46.0,44.0,45.0,0.12593111726649414,0.005539228543158483
1969,45.0,45.0,44.0,45.0,44.0,46.0,45.0,46.0,45.0,45.0,0.4185172573973735,0.004783381413557411
1970,46.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,46.0,45.0,8.326544218025008e-14,0.0019418654972879325
1971,48.0,45.0,47.0,45.0,47.0,46.0,48.0,46.0,48.0,45.0,29.436517755190533,0.0007747018840178067
1972,49.0,45.0,48.0,45.0,48.0,46.0,49.0,46.0,49.0,45.0,5.088501051068306,4.9607469058723436e-05
1973,62.0,45.0,61.0,45.0,61.0,46.0,62.0,46.0,62.0,45.0,7.011229544878006,0.0005044984213323941
1974,63.0,45.0,62.0,45.0,62.0,46.0,63.0,46.0,63.0,45.0,4.346776132782301,0.0005623345106290854
1975,64.0,45.0,63.0,45.0,63.0,46.0,64.0,46.0,64.0,45.0,3.5694900900125504,0.0007623471261431011
1976,65.0,45.0,64.0,45.0,64.0,46.0,65.0,46.0,65.0,45.0,1.3734104111790657,0.0005254720943919862
1977,66.0,45.0,65.0,45.0,65.0,46.0,66.0,46.0,66.0,45.0,1.265485119074583,0.007576757737804063
1978,67.0,45.0,66.0,45.0,66.0,46.0,67.0,46.0,67.0,45.0,11.939269800980885,0.0005427820857308657
1979,68.0,45.0,67.0,45.0,67.0,46.0,68.0,46.0,68.0,45.0,13.563374926646551,0.0004979004603214562
1980,69.0,45.0,68.0,45.0,68.0,46.0,69.0,46.0,69.0,45.0,1.035257647486558e-15,0.000356624967840445
1981,77.0,45.0,76.0,45.0,76.0,46.0,77.0,46.0,77.0,45.0,2.8364525716665445e-16,0.0006903799771500019
1982,78.0,45.0,77.0,45.0,77.0,46.0,78.0,46.0,78.0,45.0,2.8637659425536794,0.0010296610729031354
1983,79.0,45.0,78.0,45.0,78.0,46.0,79.0,46.0,79.0,45.0,0.6102229934185743,0.005234642568440141
1984,80.0,45.0,79.0,45.0,79.0,46.0,80.0,46.0,80.0,45.0,0.011570194813733298,0.003084895231401349
1985,81.0,45.0,80.0,45.0,80.0,46.0,81.0,46.0,81.0,45.0,0.0020120607629792175,0.002546649507500931
1986,82.0,45.0,81.0,45.0,81.0,46.0,82.0,46.0,82.0,45.0,0.009618752665119246,0.003886026543767401
1987,83.0,45.0,82.0,45.0,82.0,46.0,83.0,46.0,83.0,45.0,1.256017324825128,0.006646020059033356
1988,84.0,45.0,83.0,45.0,83.0,46.0,84.0,46.0,84.0,45.0,0.028461561790512253,0.00065696944480987
1989,85.0,45.0,84.0,45.0,84.0,46.0,85.0,46.0,85.0,45.0,13.836590945720673,0.009854116617668995
1990,86.0,45.0,85.0,45.0,85.0,46.0,86.0,46.0,86.0,45.0,5.65323798606793,0.002256434018790741
1991,87.0,45.0,86.0,45.0,86.0,46.0,87.0,46.0,87.0,45.0,3.18908636971813e-14,0.0029703008781668838
1999,119.0,45.0,118.0,45.0,118.0,46.0,119.0,46.0,119.0,45.0,4.631494209560498e-15,0.0007774585688284234
2000,120.0,45.0,119.0,45.0,119.0,46.0,120.0,46.0,120.0,45.0,32.08469649155934,0.004434127024815118
2001,121.0,45.0,120.0,45.0,120.0,46.0,121.0,46.0,121.0,45.0,1.8406541397174199,0.004024404766219034
2002,122.0,45.0,121.0,45.0,121.0,46.0,122.0,46.0,122.0,45.0,0.054813005651036896,0.012596620863368461
2003,123.0,45.0,122.0,45.0,122.0,46.0,123.0,46.0,123.0,45.0,0.640863785520196,0.0032645464290407197
2004,124.0,45.0,123.0,45.0,123.0,46.0,124.0,46.0,124.0,45.0,4.043181985616684,0.020475024422908755
2005,125.0,45.0,124.0,45.0,124.0,46.0,125.0,46.0,125.0,45.0,5.471256499489149,0.05259857670595716
2006,126.0,45.0,125.0,45.0,125.0,46.0,126.0,46.0,126.0,45.0,1.2872288934886456,0.019296719971360458
2007,127.0,45.0,126.0,45.0,126.0,46.0,127.0,46.0,127.0,45.0,1.1235385512312255,0.04606182551610371
2008,128.0,45.0,127.0,45.0,127.0,46.0,128.0,46.0,128.0,45.0,1.705925352871418,0.007747833225316727
2009,129.0,45.0,128.0,45.0,128.0,46.0,129.0,46.0,129.0,45.0,3.0598673969507217,0.002131773108114064
2010,130.0,45.0,129.0,45.0,129.0,46.0,130.0,46.0,130.0,45.0,3.200609733661016,0.014678728097104314
2011,131.0,45.0,130.0,45.0,130.0,46.0,131.0,46.0,131.0,45.0,0.14769319677725434,0.044344994400810404
2012,132.0,45.0,131.0,45.0,131.0,46.0,132.0,46.0,132.0,45.0,6.36310043434302,0.0075789460354012406
2013,133.0,45.0,132.0,45.0,132.0,46.0,133.0,46.0,133.0,45.0,8.60464870929718,0.0019284485777664563
2014,134.0,45.0,133.0,45.0,133.0,46.0,134.0,46.0,134.0,45.0,45.02803087234497,0.001077794169813634
2018,142.0,45.0,141.0,45.0,141.0,46.0,142.0,46.0,142.0,45.0,83.20138851801553,0.0019387965464516142
2019,143.0,45.0,142.0,45.0,142.0,46.0,143.0,46.0,143.0,45.0,61.72954042752584,0.0007463330633461793
2022,-123.0,44.0,-124.0,44.0,-124.0,45.0,-123.0,45.0,-123.0,44.0,13.759356240431467,0.013692416781150464
2023,-122.0,44.0,-123.0,44.0,-123.0,45.0,-122.0,45.0,-122.0,44.0,3.857336441675822,0.000964027880518165
2024,-121.0,44.0,-122.0,44.0,-122.0,45.0,-121.0,45.0,-121.0,44.0,42.18517790238063,0.005423084990938813
2025,-120.0,44.0,-121.0,44.0,-121.0,45.0,-120.0,45.0,-120.0,44.0,99.98663465181986,0.0006308891561878863
2027,-118.0,44.0,-119.0,44.0,-119.0,45.0,-118.0,45.0,-118.0,44.0,4.531243195136389,0.00017168477911186635
2028,-117.0,44.0,-118.0,44.0,-118.0,45.0,-117.0,45.0,-117.0,44.0,0.988733380412062,2.3395762146692344e-05
2029,-116.0,44.0,-117.0,44.0,-117.0,45.0,-116.0,45.0,-116.0,44.0,3.2522135724624,0.008515902684846179
2033,-112.0,44.0,-113.0,44.0,-113.0,45.0,-112.0,45.0,-112.0,44.0,20.535596211751304,0.00022700229861306645
2034,-111.0,44.0,-112.0,44.0,-112.0,45.0,-111.0,45.0,-111.0,44.0,47.7432906627655,0.0024064745437086285
2036,-109.0,44.0,-110.0,44.0,-110.0,45.0,-109.0,45.0,-109.0,44.0,34.059230486551925,0.00043987891437892706
2037,-108.0,44.0,-109.0,44.0,-109.0,45.0,-108.0,45.0,-108.0,44.0,15.019487341245016,0.0004210466855665426
2038,-107.0,44.0,-108.0,44.0,-108.0,45.0,-107.0,45.0,-107.0,44.0,18.41456492741903,0.0002884193700376072
2040,-105.0,44.0,-106.0,44.0,-106.0,45.0,-105.0,45.0,-105.0,44.0,0.058203607720012464,0.0014416414830270119
2041,-104.0,44.0,-105.0,44.0,-105.0,45.0,-104.0,45.0,-104.0,44.0,2.6408088703950243,0.0004050084268668388
2042,-103.0,44.0,-104.0,44.0,-104.0,45.0,-103.0,45.0,-103.0,44.0,1.796386018395424,0.004826055391968293
2043,-102.0,44.0,-103.0,44.0,-103.0,45.0,-102.0,45.0,-102.0,44.0,1.6232787631452084,0.00013721132928761124
2044,-101.0,44.0,-102.0,44.0,-102.0,45.0,-101.0,45.0,-101.0,44.0,7.691202312707901,0.00013565672397012861
2045,-100.0,44.0,-101.0,44.0,-101.0,45.0,-100.0,45.0,-100.0,44.0,1.5068192655841508,0.0019878606535712884
2046,-99.0,44.0,-100.0,44.0,-100.0,45.0,-99.0,45.0,-99.0,44.0,2.1928026030460996,0.0020248233250716595
2047,-98.0,44.0,-99.0,44.0,-99.0,45.0,-98.0,45.0,-98.0,44.0,1.792345754802227,0.00557233203959141
2048,-97.0,44.0,-98.0,44.0,-98.0,45.0,-97.0,45.0,-97.0,44.0,3.6891082922617593,0.009554362547933763
2049,-96.0,44.0,-97.0,44.0,-97.0,45.0,-96.0,45.0,-96.0,44.0,8.19182073076566,0.013119220385634924
2050,-95.0,44.0,-96.0,44.0,-96.0,45.0,-95.0,45.0,-95.0,44.0,10.146553317705791,0.025791289541976393
2051,-94.0,44.0,-95.0,44.0,-95.0,45.0,-94.0,45.0,-94.0,44.0,6.423882146676381,0.02574592033495903
2052,-93.0,44.0,-94.0,44.0,-94.0,45.0,-93.0,45.0,-93.0,44.0,6.407247980435689,0.01258236549920845
2053,-92.0,44.0,-93.0,44.0,-93.0,45.0,-92.0,45.0,-92.0,44.0,3.637819613019625,0.007641047054156036
2054,-91.0,44.0,-92.0,44.0,-92.0,45.0,-91.0,45.0,-91.0,44.0,6.011436631282171,0.0016792929789201333
2055,-90.0,44.0,-91.0,44.0,-91.0,45.0,-90.0,45.0,-90.0,44.0,2.1237044905622797,0.0010121723781623
2056,-89.0,44.0,-90.0,44.0,-90.0,45.0,-89.0,45.0,-89.0,44.0,18.141945203145347,0.0014774502127593771
2057,-88.0,44.0,-89.0,44.0,-89.0,45.0,-88.0,45.0,-88.0,44.0,7.04793060819308,0.0031054895005088153
2058,-87.0,44.0,-88.0,44.0,-88.0,45.0,-87.0,45.0,-87.0,44.0,2.8145576516787214,0.0017991532914310318
2059,-86.0,44.0,-87.0,44.0,-87.0,45.0,-86.0,45.0,-86.0,44.0,44.86071765422821,0.004680753699362146
2060,-85.0,44.0,-86.0,44.0,-86.0,45.0,-85.0,45.0,-85.0,44.0,90.44478734334311,0.005196663187918915
2061,-84.0,44.0,-85.0,44.0,-85.0,45.0,-84.0,45.0,-84.0,44.0,55.864504973093666,0.00610500195986212
2062,-83.0,44.0,-84.0,44.0,-84.0,45.0,-83.0,45.0,-83.0,44.0,19.28188850482305,0.003536274173299524
2063,-82.0,44.0,-83.0,44.0,-83.0,45.0,-82.0,45.0,-82.0,44.0,6.257197012503942,5.9116190719281406e-05
2064,-81.0,44.0,-82.0,44.0,-82.0,45.0,-81.0,45.0,-81.0,44.0,2.4251429364085197,0.0015100909796495951
2065,-80.0,44.0,-81.0,44.0,-81.0,45.0,-80.0,45.0,-80.0,44.0,17.90780474742254,0.01421611684242936
2066,-79.0,44.0,-80.0,44.0,-80.0,45.0,-79.0,45.0,-79.0,44.0,40.30800461769104,0.18910124997381286
2067,-78.0,44.0,-79.0,44.0,-79.0,45.0,-78.0,45.0,-78.0,44.0,20.487392445405327,0.0219907810457208
2068,-77.0,44.0,-78.0,44.0,-78.0,45.0,-77.0,45.0,-77.0,44.0,54.34311628341675,0.007202517873041848
2069,-76.0,44.0,-77.0,44.0,-77.0,45.0,-76.0,45.0,-76.0,44.0,60.3193998336792,0.008541106062236141
2070,-75.0,44.0,-76.0,44.0,-76.0,45.0,-75.0,45.0,-75.0,44.0,35.79914073149364,0.006343683941629246
2071,-74.0,44.0,-75.0,44.0,-75.0,45.0,-74.0,45.0,-74.0,44.0,9.117311735947926,0.001124021511443187
2072,-73.0,44.0,-74.0,44.0,-74.0,45.0,-73.0,45.0,-73.0,44.0,7.615911215543747,0.011476696433224898
2073,-72.0,44.0,-73.0,44.0,-73.0,45.0,-72.0,45.0,-72.0,44.0,14.897536486387253,0.006713001878906227
2074,-71.0,44.0,-72.0,44.0,-72.0,45.0,-71.0,45.0,-71.0,44.0,69.34854785601297,0.0040719644961734235
2075,-70.0,44.0,-71.0,44.0,-71.0,45.0,-70.0,45.0,-70.0,44.0,81.28629922866821,0.01478142775120178
2076,-69.0,44.0,-70.0,44.0,-70.0,45.0,-69.0,45.0,-69.0,44.0,84.42970116933188,0.00961488221528343
2077,-68.0,44.0,-69.0,44.0,-69.0,45.0,-68.0,45.0,-68.0,44.0,96.73538406689963,0.0024436094027994537
2081,-64.0,44.0,-65.0,44.0,-65.0,45.0,-64.0,45.0,-64.0,44.0,86.97381615638733,0.00271110637056621
2083,-1.0,44.0,-2.0,44.0,-2.0,45.0,-1.0,45.0,-1.0,44.0,99.14753834406534,0.0060523481022356305
2084,0.0,44.0,-1.0,44.0,-1.0,45.0,0.0,45.0,0.0,44.0,47.68421649932861,0.007686703978119898
2085,1.0,44.0,0.0,44.0,0.0,45.0,1.0,45.0,1.0,44.0,18.661237756411232,0.06122092252701356
2086,2.0,44.0,1.0,44.0,1.0,45.0,2.0,45.0,2.0,44.0,26.53724451859792,0.024213507586980692
2087,3.0,44.0,2.0,44.0,2.0,45.0,3.0,45.0,3.0,44.0,6.412697335084279,0.014323232322453602
2088,4.0,44.0,3.0,44.0,3.0,45.0,4.0,45.0,4.0,44.0,36.256471276283264,0.011068250019180116
2089,5.0,44.0,4.0,44.0,4.0,45.0,5.0,45.0,5.0,44.0,47.43224481741588,0.05307831548211201
2090,6.0,44.0,5.0,44.0,5.0,45.0,6.0,45.0,6.0,44.0,44.86263394355774,0.01783655413523886
2091,7.0,44.0,6.0,44.0,6.0,45.0,7.0,45.0,7.0,44.0,80.92212080955505,0.0071216279806534215
2092,8.0,44.0,7.0,44.0,7.0,45.0,8.0,45.0,8.0,44.0,11.2448255221049,0.04171941882482637
2093,9.0,44.0,8.0,44.0,8.0,45.0,9.0,45.0,9.0,44.0,27.641694744427998,0.03922159653937929
2094,10.0,44.0,9.0,44.0,9.0,45.0,10.0,45.0,10.0,44.0,31.235976020495098,0.017134641466804743
2095,11.0,44.0,10.0,44.0,10.0,45.0,11.0,45.0,11.0,44.0,17.589039603869118,0.042044103934447026
2096,12.0,44.0,11.0,44.0,11.0,45.0,12.0,45.0,12.0,44.0,22.431266804536186,0.0876839923278633
2097,13.0,44.0,12.0,44.0,12.0,45.0,13.0,45.0,13.0,44.0,29.517123103141785,0.03274593363280308
2098,15.0,44.0,14.0,44.0,14.0,45.0,15.0,45.0,15.0,44.0,97.57974346478781,0.00046812574775983366
2099,16.0,44.0,15.0,44.0,15.0,45.0,16.0,45.0,16.0,44.0,87.67094016075134,0.0098925048033488
2100,17.0,44.0,16.0,44.0,16.0,45.0,17.0,45.0,17.0,44.0,78.12419931093851,0.006432690271190773
2101,18.0,44.0,17.0,44.0,17.0,45.0,18.0,45.0,18.0,44.0,71.61781390508017,0.017698207384767684
2102,19.0,44.0,18.0,44.0,18.0,45.0,19.0,45.0,19.0,44.0,73.99957378705344,0.03469840584780618
2103,20.0,44.0,19.0,44.0,19.0,45.0,20.0,45.0,20.0,44.0,19.07187054554621,0.007287892946987098
2104,21.0,44.0,20.0,44.0,20.0,45.0,21.0,45.0,21.0,44.0,22.755766411622368,0.010274569605946441
2105,22.0,44.0,21.0,44.0,21.0,45.0,22.0,45.0,22.0,44.0,53.273878494898476,0.006307404380418004
2106,23.0,44.0,22.0,44.0,22.0,45.0,23.0,45.0,23.0,44.0,58.25667381286621,0.0039606851019885125
2107,24.0,44.0,23.0,44.0,23.0,45.0,24.0,45.0,24.0,44.0,46.24403715133667,0.013085631372723486
2108,25.0,44.0,24.0,44.0,24.0,45.0,25.0,45.0,25.0,44.0,39.988163113594055,0.01778968809922999
2109,26.0,44.0,25.0,44.0,25.0,45.0,26.0,45.0,26.0,44.0,48.602861166000366,0.020815417645226843
2110,27.0,44.0,26.0,44.0,26.0,45.0,27.0,45.0,27.0,44.0,36.13186577955882,0.026845002497604062
2111,28.0,44.0,27.0,44.0,27.0,45.0,28.0,45.0,28.0,44.0,30.850979685783386,0.025887860340108444
2112,29.0,44.0,28.0,44.0,28.0,45.0,29.0,45.0,29.0,44.0,34.51532820860545,0.01498635757583404
2113,34.0,44.0,33.0,44.0,33.0,45.0,34.0,45.0,34.0,44.0,90.62716762224832,0.013392221496992736
2114,35.0,44.0,34.0,44.0,34.0,45.0,35.0,45.0,35.0,44.0,76.96677446365356,0.005476300752793197
2115,38.0,44.0,37.0,44.0,37.0,45.0,38.0,45.0,38.0,44.0,2.0965924486517906,0.0003526637611460215
2116,39.0,44.0,38.0,44.0,38.0,45.0,39.0,45.0,39.0,44.0,7.675788799921672,0.003791726680391312
2117,40.0,44.0,39.0,44.0,39.0,45.0,40.0,45.0,40.0,44.0,9.763359775145847,0.018861891159495044
2118,41.0,44.0,40.0,44.0,40.0,45.0,41.0,45.0,41.0,44.0,1.604003148774306,0.01886828348250192
2119,42.0,44.0,41.0,44.0,41.0,45.0,42.0,45.0,42.0,44.0,0.1345830309825639,0.014275895024577094
2120,43.0,44.0,42.0,44.0,42.0,45.0,43.0,45.0,43.0,44.0,0.6457357512166102,0.037624168870664776
2121,44.0,44.0,43.0,44.0,43.0,45.0,44.0,45.0,44.0,44.0,0.24040754263599715,0.038332968023512916
2122,45.0,44.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,44.0,0.1040627791856726,0.015362875791220254
